date,pango_lineage
2022-12-08,BQ.1.2
2022-12-08,BQ.1.1
2022-12-22,BQ.1.1
2022-12-24,BN.1.3
2022-12-07,BQ.1
2022-12-08,ED.2
2022-12-08,ED.2
2022-12-08,BQ.1.1.72
2022-12-08,BQ.1.1
2022-12-08,BQ.1.1
2022-12-09,BA.5.2.1
2022-12-07,BA.5.2
2022-12-07,BA.5.2
2022-12-08,BQ.1.11
2022-12-21,BA.5.2.13
2022-12-21,BQ.1.1.10
2022-12-08,BA.5.2
2022-12-03,BQ.1.1
2022-12-08,BQ.1.12
2022-12-07,BQ.1.12
2022-12-07,BQ.1.12
2022-12-07,BQ.1.12
2022-12-07,BA.5.1
2022-12-10,BA.5.2
2022-12-10,BQ.1.2
2022-12-19,BA.5.2.22
2022-12-20,BQ.1.1.3
2022-12-17,BA.5.2.6
2022-12-22,BQ.1.1.40
2022-11-30,BF.7.5
2022-12-15,BQ.1.1.8
2022-12-27,BQ.1.14
2022-12-20,BQ.1.22
2022-12-26,BQ.1.1.1
2022-12-10,BQ.1.1.7
2022-12-09,BQ.1.2
2022-12-09,BQ.1.1
2022-12-09,BQ.1.1
2022-12-09,BQ.1.1
2022-12-10,BY.1
2022-12-09,BQ.1.1.40
2022-12-19,EF.1
2022-12-10,BF.11.3
2022-12-18,BQ.1.1.55
2022-12-09,BQ.1.1.67
2022-12-08,BQ.1.2
2022-12-07,BQ.1.12
2022-12-10,BA.5.2
2022-12-09,BF.11
2022-12-09,BA.5.2
2022-12-10,BQ.1.2
2022-12-10,BA.5.2.14
2022-12-09,BQ.1.1.67
2022-12-02,BQ.1.2
2022-12-05,BQ.1.1.5
2022-12-06,BQ.1.1
2022-12-06,BA.5.2
2022-12-08,BA.5.2
2022-12-09,BA.5.2
2022-12-09,BF.7
2022-12-08,BA.5.2
2022-12-08,BQ.1.11
2022-12-09,BA.5.2
2022-12-07,BA.5.2
2022-12-08,BQ.1.1
2022-10-31,BA.4.6
2022-10-31,BA.4.6
2022-10-31,BA.4.6
2022-10-31,BA.5.2
2022-10-31,BQ.1.3
2022-11-01,BA.4.6
2022-11-01,BQ.1
2022-11-01,BQ.1.3
2022-10-29,BA.5.1.7
2022-11-01,BA.5.2
2022-10-31,BQ.1
2022-11-07,BQ.1.1.15
2022-11-06,BA.5.2.1
2022-11-07,BQ.1.1
2022-11-07,BF.10
2022-11-07,BE.1.2.1
2022-11-07,BF.10
2022-11-07,BA.5.1
2022-11-08,BA.5.1.12
2022-11-06,BA.4.6
2022-11-08,BQ.1.1
2022-11-06,BA.4.6.5
2022-11-07,BA.5.1
2022-11-07,BF.10
2022-11-07,BQ.1
2022-11-07,BA.5
2022-11-07,BA.5.2
2022-11-07,BE.1.1
2022-11-06,BA.5.1.7
2022-11-07,BA.4.6.5
2022-11-07,BA.5.1.7
2022-11-07,BF.7.4
2022-11-07,BA.4.6
2022-11-08,BA.5.2.1
2022-11-07,BF.6
2022-11-06,BA.5.2
2022-11-07,EE.3
2022-11-07,BM.1.1.3
2022-11-06,BA.5.2.47
2022-11-07,EE.3
2022-11-07,BA.5.2.6
2022-11-07,BA.5.1.7
2022-11-07,BA.5.1.30
2022-11-07,BA.4.6
2022-11-07,BF.7.21
2022-11-06,BA.5.2.1
2022-11-07,BA.5.1.33
2022-11-07,BA.5.1.18
2022-11-06,BA.5.2.25
2022-11-08,BQ.1.1
2022-11-06,BA.4.6
2022-11-08,BF.13
2022-11-07,BA.2.3.20
2022-11-07,BA.5.2.1
2022-11-07,BF.7.21
2022-11-07,BA.5.2
2022-11-07,BA.5.1.20
2022-11-07,BA.5.1
2022-11-06,BA.4.6
2022-11-06,BA.5.2.1
2022-11-07,BQ.1
2022-11-07,BQ.1.1
2022-11-07,BE.1.2.1
2022-11-07,BA.5.9
2022-11-08,BA.5.2.1
2022-11-06,EE.3
2022-11-06,BQ.1.12
2022-11-07,BQ.1.1
2022-11-06,BA.5.1
2022-11-07,BQ.1.1.1
2022-11-07,BA.4.6
2022-11-07,BA.5.1.5
2022-11-06,BQ.1.1
2022-11-07,BQ.1.1
2022-11-29,BQ.1.1
2022-11-30,BA.2.75.5
2022-12-01,BA.5.2.1
2022-11-29,BQ.1.1
2022-12-01,BF.11.3
2022-12-01,BQ.1.2
2022-12-01,CN.2
2022-12-01,CN.2
2022-12-01,BQ.1.1
2022-11-30,BE.1.1.1
2022-11-29,BQ.1.5
2022-11-29,BQ.1.1
2022-11-30,BQ.1.1
2022-12-01,BA.5.1.1
2022-11-29,BF.7.20
2022-11-30,BA.5.1.1
2022-11-29,BQ.1.1
2022-11-28,BQ.1.5
2022-11-28,BQ.1.5
2022-12-03,BA.5.1.33
2022-12-01,BQ.1.3
2022-12-03,BQ.1.5
2022-12-03,CN.2
2022-12-03,BA.5.2
2022-12-03,BQ.1.1
2022-12-03,BQ.1
2022-11-29,BQ.1.1
2022-11-26,BQ.1.1
2022-12-02,CZ.2
2022-11-27,BA.5.2
2022-11-28,BA.5.1.12
2022-11-28,BQ.1
2022-11-28,BQ.1.1.18
2022-11-28,BQ.1.2
2022-11-29,BQ.1.1.1
2022-11-29,BQ.1
2022-11-28,XBB.1.5.7
2022-12-02,BQ.1.1
2022-12-04,BF.5
2022-12-03,BQ.1.1
2022-12-04,BA.5.1.27
2022-12-03,EE.3
2022-11-30,BQ.1.12
2022-11-28,BA.5.2
2022-11-26,BA.5.2
2022-11-27,BA.5.2
2022-11-28,BF.7
2022-11-27,BQ.1.1
2022-11-29,BA.2.3.20
2022-11-27,BA.5.2
2022-12-01,BF.5
2022-12-02,BA.4.6
2022-12-01,BQ.1.1
2022-12-01,BQ.1.1
2022-11-28,BQ.1.5
2022-11-27,BQ.1.1
2022-11-27,BQ.1.1
2022-11-27,BQ.1.13
2022-11-29,BQ.1.10
2022-12-01,CN.1
2022-12-02,BA.4.6
2022-11-26,BQ.1.5
2022-11-28,XBB.2.6
2022-11-27,BQ.1.1
2022-12-01,BQ.1.1
2022-11-30,BK.1
2022-11-30,BQ.1.1
2022-12-03,BQ.1.1
2022-12-02,XBB.2
2022-12-02,BA.5.2.21
2022-12-01,BQ.1.10.1
2022-12-02,BA.4.6
2022-11-28,BA.5.2
2022-11-28,BA.5.2
2022-11-26,BA.4.6
2022-11-30,BQ.1.1
2022-11-28,BN.6
2022-12-03,BQ.1
2022-12-01,BQ.1.12
2022-12-01,BQ.1.10.1
2022-12-01,BA.5.2.32
2022-12-01,BQ.1.13
2022-12-01,BQ.1
2022-12-01,BQ.1.13
2022-12-01,BA.5.2.34
2022-12-01,BQ.1
2022-12-01,BQ.1.13
2022-11-30,BQ.1.13
2022-12-03,CK.1
2022-11-30,BA.5.2.21
2022-11-29,BA.5.2.21
2022-12-01,BF.13
2022-12-01,BQ.1.1
2022-12-02,BQ.1.1
2022-12-02,BF.28
2022-12-02,BF.28
2022-12-01,BA.5.2
2022-12-02,BN.1.2.4
2022-12-03,BQ.1.13
2022-12-04,BA.5.1.30
2022-11-30,BQ.1
2022-12-01,CG.1
2022-12-02,BQ.1.11
2022-12-02,BQ.1.11
2022-12-03,BQ.1.1
2022-12-03,BA.5.1.5
2022-12-02,BQ.1.5
2022-12-04,BQ.1.1.40
2022-12-04,BQ.1.1.40
2022-12-02,BA.5.2.63
2022-12-02,CP.1
2022-12-02,BA.5.2.1
2022-12-04,BQ.1.11
2022-12-03,BQ.1.11
2022-12-01,BQ.1
2022-11-30,BQ.1.5
2022-12-02,BA.5.1.12
2022-12-02,BF.7
2022-12-01,BF.7.21
2022-11-30,CK.1
2022-12-01,BA.5.2.1
2022-12-02,BA.5.1.30
2022-12-01,BQ.1.1.4
2022-12-01,BR.2.1
2022-12-04,BQ.1.2
2022-12-03,BN.1.2.4
2022-12-02,BQ.1.1.69
2022-12-03,BA.5.1
2022-12-02,BF.11
2022-12-02,BQ.1.12
2022-12-02,BA.5.2.21
2022-11-30,BQ.1.1
2022-12-01,BA.4.6.2
2022-12-01,BA.4.6.2
2022-12-02,BQ.1.1
2022-11-30,BQ.1
2022-12-02,BF.7
2022-12-02,BF.11
2022-12-02,BQ.1
2022-12-01,BQ.1
2022-12-02,BQ.1.1
2022-11-02,BQ.1.1
2022-12-02,BQ.1.1
2022-12-02,BQ.1.1
2022-12-03,BF.7
2022-12-03,BQ.1.3
2022-12-04,BQ.1.3
2022-12-04,BF.7
2022-12-02,BQ.1.1
2022-12-02,BQ.1.1
2022-12-03,BQ.1.12
2022-12-01,BQ.1
2022-11-30,BQ.1
2022-11-30,BQ.1.1
2022-12-02,BE.1.2.1
2022-11-28,BQ.1.1
2022-11-30,BQ.1
2022-11-29,BF.7
2022-12-03,BE.1.1
2022-12-02,BQ.1.3
2022-12-01,BQ.1
2022-12-02,BQ.1.1
2022-11-26,BA.5.2
2022-11-26,BA.5.2
2022-12-02,BF.7.4
2022-11-27,BN.1.2.1
2022-11-27,XBB.1
2022-12-01,BA.5.1.27
2022-12-02,BU.1
2022-11-30,BQ.1.1
2022-12-02,BA.5
2022-12-02,BA.5.2
2022-11-28,BA.5.2.1
2022-11-26,BA.5.1.5
2022-11-28,BF.7.23
2022-11-28,BF.7.23
2022-12-02,BQ.1.25
2022-12-01,BQ.1.1
2022-11-29,BQ.1.1
2022-11-30,BQ.1.1
2022-11-30,BQ.1.1
2022-11-29,BQ.1.1
2022-11-29,BQ.1.1
2022-11-27,BQ.1.5
2022-12-02,BA.4.6
2022-12-02,XBB
2022-11-28,BQ.1.1
2022-11-28,DF.1.1
2022-12-05,BA.5.1
2022-11-30,BQ.1.1
2022-11-26,BQ.1
2022-11-30,BQ.1.1
2022-11-27,BF.7
2022-11-27,BQ.1.1
2022-12-02,CK.3
2022-11-30,BA.5.2.32
2022-12-03,XBB.1
2022-12-03,BE.1.1
2022-12-02,BA.5.1.36
2022-12-03,BQ.1.1.40
2022-12-01,BQ.1.1.30
2022-12-02,BA.5.2.1
2022-12-02,BQ.1
2022-11-30,BF.7.5
2022-12-02,BF.7.5
2022-12-02,BF.7.5
2022-12-05,BQ.1.1.40
2022-12-05,BQ.1.1.40
2022-12-05,BQ.1.1.40
2022-12-05,BQ.1.1.40
2022-12-05,BQ.1.1.40
2022-12-05,BQ.1.11
2022-12-04,CK.1
2022-12-04,CK.1
2022-12-05,BQ.1.1
2022-12-05,XBB.1.5.32
2022-12-05,BA.5.2.6
2022-12-05,BQ.1.1
2022-12-05,BQ.1.3
2022-12-04,BQ.1.1
2022-12-04,BQ.1.1
2022-12-04,BQ.1.1
2022-12-04,BQ.1.1
2022-12-04,BF.28
2022-12-05,BQ.1.5
2022-12-05,BQ.1.2
2022-12-05,BE.1.2.1
2022-12-05,BA.5.2.6
2022-12-05,BQ.1.1
2022-12-05,CG.1
2022-12-06,BF.5
2022-12-02,BF.7.24
2022-12-06,BQ.1.1.40
2022-12-04,BQ.1.1.3
2022-12-05,BQ.1.1.3
2022-12-05,BQ.1.1.3
2022-12-04,BF.7
2022-12-03,BA.5.1.27
2022-12-03,BA.5.1.27
2022-12-01,BQ.1.1.4
2022-11-30,BQ.1.1
2022-11-27,BQ.1.1.35
2022-11-28,BQ.1.1
2022-11-28,BQ.1.1.40
2022-12-29,BQ.1.1
2022-11-27,BQ.1.1
2022-11-28,BQ.1.1
2022-11-27,BQ.1.1
2022-12-30,BQ.1.1
2022-10-16,BA.5.2.1
2022-10-16,BA.5.1
2022-10-16,BA.5.2
2022-10-17,BA.5.1.3
2022-10-17,BA.5.2
2022-10-16,BA.5.2.1
2022-10-16,BF.26
2022-10-16,BA.4.6
2022-10-16,BA.5.2
2022-10-16,BQ.1.2
2022-10-16,BA.5.2.1
2022-10-16,BF.10
2022-10-17,BQ.1.2
2022-10-17,BA.2.75.5
2022-10-20,BA.2.3.20
2022-10-17,BF.21
2022-10-16,BF.7
2022-10-16,BA.5.2
2022-10-16,BA.5.2
2022-10-16,BA.5.1.2
2022-10-16,BF.7.22
2022-10-17,BA.5.1.2
2022-10-17,BA.5.2
2022-10-17,BA.5.10
2022-10-18,BA.5.2.33
2022-10-19,BQ.1
2022-10-19,BQ.1
2022-10-19,BA.5.2.1
2022-10-19,BF.10
2022-10-20,BF.7.4
2022-10-19,BA.5.2.1
2022-10-19,BA.4.6
2022-10-19,BA.5.2.1
2022-10-18,BF.26
2022-10-18,BA.5.1.2
2022-10-18,BA.5.2.1
2022-10-18,BA.5.2.57
2022-10-18,BA.5.2.1
2022-10-18,BF.10
2022-10-19,BA.5.2
2022-10-17,BQ.1
2022-10-17,BQ.1
2022-10-21,BA.5.2.1
2022-10-19,BF.7.4
2022-10-19,BA.5.1.2
2022-10-19,BF.7
2022-10-20,BF.7
2022-10-20,BA.5.1.2
2022-10-19,BF.7.4
2022-10-21,BQ.1
2022-10-20,BQ.1.14
2022-10-21,BF.10
2022-10-17,BA.2.75.2
2022-10-17,BA.5.2.1
2022-10-17,BA.5.2.1
2022-10-17,BF.7
2022-10-17,BA.5.2.1
2022-10-17,CK.1
2022-10-18,BA.5.2
2022-10-16,BA.4.6
2022-10-16,BA.4.6
2022-10-16,BA.5.1.2
2022-10-17,BF.7
2022-10-17,BA.5.1.2
2022-10-16,BE.1.1
2022-10-20,XAZ
2022-10-23,BA.5.2.1
2022-10-22,BF.10
2022-10-21,BA.5.1.10
2022-10-22,BQ.1.2
2022-10-22,BA.5.2.6
2022-10-23,BA.5.2.1
2022-10-24,BE.1.2
2022-10-24,BA.5.2
2022-10-22,BE.1.2
2022-10-22,BA.5.2.1
2022-10-22,BA.5.2.21
2022-10-24,BA.5.3.1
2022-10-24,BA.5.2.1
2022-10-22,BA.5.2.1
2022-10-22,BA.5.1.30
2022-10-23,BA.5.2.1
2022-10-23,BA.5.2.1
2022-10-23,BA.2.75.5
2022-10-24,BA.5.2.34
2022-10-22,BA.5.1.30
2022-10-22,BF.27
2022-10-23,CH.1.1.11
2022-10-23,BF.10
2022-10-22,BA.5.2.1
2022-10-24,BA.4.6
2022-10-24,BA.5.2.1
2022-10-24,BA.5.2
2022-10-23,BA.5.2.1
2022-10-24,BA.5.1.23
2022-10-23,BA.4.6
2022-10-31,BK.1
2022-10-29,BA.5.2.1
2022-10-30,BQ.1.1
2022-10-27,BA.5.2.1
2022-10-27,BA.5.2.53
2022-10-31,BA.4.6
2022-10-30,BA.4.6
2022-11-05,BA.5.2
2022-10-27,BQ.1.1
2022-10-28,BA.5.10
2022-10-31,BK.1
2022-10-31,BQ.1.14
2022-11-05,BA.5.2.28
2022-11-05,BA.5.2.1
2022-11-04,BA.5.1.1
2022-11-06,BQ.1.11
2022-11-01,BQ.1.5
2022-11-01,BQ.1.5
2022-11-01,BA.4.6.5
2022-11-02,BA.5.2.35
2022-11-02,BA.5.1
2022-11-01,BF.11.3
2022-11-01,BA.5.2
2022-10-31,BQ.1.1.40
2022-10-31,BE.1.2.1
2022-10-31,BA.5.2.35
2022-11-01,BA.5.2.1
2022-11-02,BA.5
2022-11-02,BF.7
2022-11-02,BF.5
2022-11-06,BA.5.2
2022-11-03,BA.5.2.1
2022-10-29,BA.5.1.5
2022-11-06,BQ.1.14
2022-11-03,BA.5.2
2022-11-02,BA.5.2.20
2022-11-02,BA.5.2.20
2022-11-03,BF.7
2022-11-04,BA.5.1.2
2022-11-03,BQ.1.14
2022-11-02,BA.5.2.20
2022-10-31,BA.5.2.20
2022-10-31,BF.27
2022-11-07,BA.5.2.20
2022-10-31,BA.5.2.20
2022-11-02,BQ.1.10.1
2022-11-02,BA.5.2.20
2022-11-01,BA.5.2.1
2022-11-01,BA.5.2.1
2022-11-04,BQ.1
2022-11-04,BQ.1
2022-10-31,BQ.1.1
2022-10-31,BF.16
2022-10-31,BA.5.1.5
2022-10-30,BA.5.2
2022-11-01,BF.7
2022-11-01,BQ.1.1.67
2022-11-06,BA.5.1.7
2022-11-05,BA.5.2.24
2022-11-05,BF.7
2022-11-05,BQ.1.13
2022-11-07,BF.28
2022-11-04,BF.28
2022-11-04,BA.4.6
2022-11-04,BF.11.3
2022-11-05,BA.5.2.20
2022-11-04,BQ.1.1
2022-11-04,BA.5.2
2022-11-02,BQ.1.1
2022-11-02,BA.4.6
2022-11-08,BA.4.6
2022-10-31,BA.5.2.25
2022-10-31,BA.5.2
2022-11-08,BA.5.10
2022-11-01,BA.5.2.1
2022-11-02,BA.5.2.53
2022-11-03,BA.5.2.53
2022-10-31,BA.5.2.1
2022-11-01,BA.5.2.53
2022-11-08,BA.5.2.9
2022-11-08,BA.5.2.1
2022-11-03,BK.1
2022-11-03,BA.5.2.9
2022-11-08,BA.4.6
2022-11-02,BF.11
2022-11-01,BA.5.2.1
2022-11-08,BF.10
2022-10-28,XBB.8
2022-10-31,BA.5.2.1
2022-10-31,BA.5.2.25
2022-10-31,BQ.1.1.40
2022-10-31,BA.5.2
2022-10-31,BF.7.27
2022-10-31,BA.5.2.21
2022-10-31,BA.5.2.1
2022-10-30,BA.5.2.21
2022-10-30,BA.5.2.21
2022-10-29,BA.5.2.1
2022-11-01,BA.4.6.2
2022-11-01,BA.5.1.5
2022-10-31,BA.2.75.2
2022-11-01,BA.2.75.2
2022-11-01,BA.5.1.5
2022-10-29,BA.5.2.9
2022-11-01,BF.26
2022-10-31,BA.5.2.3
2022-10-31,BA.5.2
2022-11-01,CM.2
2022-11-02,BR.2.1
2022-11-02,BA.5.2.3
2022-11-01,BA.5.2.21
2022-11-02,BA.5.2.21
2022-11-02,BA.5.2.21
2022-11-02,BA.4.6
2022-11-02,BA.2.75.2
2022-11-02,BA.5.2.1
2022-11-01,BE.1.4
2022-10-31,BF.7
2022-11-02,BA.5.2
2022-11-02,BA.5.2.1
2022-11-02,BA.5.2.1
2022-11-02,BF.11.3
2022-11-03,BF.7.7
2022-11-03,BF.7.4.1
2022-11-03,BE.1
2022-11-03,BF.7.4.1
2022-11-03,CM.2
2022-11-03,BA.5.2.20
2022-11-02,BA.5.2.21
2022-11-01,BQ.1
2022-11-01,BA.5.2
2022-11-01,BA.5.2.9
2022-11-02,BF.31.1
2022-11-02,BA.5.2.9
2022-11-01,BQ.1.2
2022-11-03,BF.26
2022-11-01,BQ.1.1
2022-11-03,BF.11.3
2022-11-03,BA.5.2
2022-11-04,BA.2.75.2
2022-11-02,CR.1
2022-11-02,BA.4.6
2022-11-03,BF.11.3
2022-11-03,BA.5.2.3
2022-11-03,BA.5.2.3
2022-11-04,BA.5.2.34
2022-11-04,BF.31.1
2022-11-04,BA.5.2.1
2022-11-04,BA.4.6
2022-11-04,EF.2
2022-11-04,BF.10
2022-11-04,BA.5.1
2022-11-04,BQ.1
2022-11-04,BQ.1
2022-11-03,BA.5.2.1
2022-11-04,BA.4.6
2022-11-04,BA.5
2022-11-04,BA.5.2.20
2022-11-04,BA.5.2
2022-11-04,BA.5.2.1
2022-11-05,BA.5.2.1
2022-11-04,BA.5.2.1
2022-11-06,BQ.1.1
2022-11-04,BF.7
2022-11-06,BA.5.2.1
2022-11-06,BF.7
2022-11-04,BA.5.2.27
2022-11-03,BA.5.1
2022-11-06,BQ.1
2022-11-06,BF.7.7
2022-11-06,BA.5.2
2022-11-06,BQ.1.1
2022-11-06,BF.7.20
2022-11-07,BF.7
2022-11-03,BA.4.6
2022-11-04,BA.5.2
2022-11-07,BA.5.1
2022-11-06,BA.5.2.21
2022-11-06,BQ.1.1.1
2022-11-06,BE.1.1.1
2022-11-06,BA.5.2.20
2022-11-07,BA.5.2.21
2022-11-07,BA.2.75.2
2022-11-07,BE.1.1
2022-11-06,BF.7.20
2022-11-06,BA.5.2
2022-11-03,BA.5.2.9
2022-11-02,BF.13
2022-11-03,BF.7.23
2022-11-03,BA.5.1
2022-11-04,BA.5.2.1
2022-10-24,BA.5.1
2022-10-29,BA.5.1
2022-10-28,BA.5.1.30
2022-10-30,BA.5.1.10
2022-10-26,BA.5.1.15
2022-10-24,BA.5.2
2022-10-24,BA.5.2.1
2022-10-23,BA.5.2.1
2022-10-24,BA.5.2.1
2022-10-28,BA.5.2.1
2022-10-29,BA.5.2.1
2022-10-29,BA.5.2.1
2022-10-29,BA.5.2.1
2022-10-28,BA.5.2.1
2022-10-25,BA.5.2.21
2022-10-24,BA.5.2.8
2022-10-29,BA.5.2.8
2022-10-30,BE.10
2022-10-28,BF.5
2022-10-24,BQ.1
2022-10-30,BQ.1
2022-10-29,BQ.1
2022-10-25,BQ.1.1
2022-10-31,BQ.1.1
2022-10-30,BQ.1.1
2022-10-29,BQ.1.1
2022-10-29,BQ.1.1
2022-10-30,BQ.1.1
2022-10-30,BQ.1.1
2022-10-30,BQ.1.1
2022-10-30,BQ.1.2
2022-10-30,BA.5
2022-11-22,BF.7.21
2022-11-04,CG.1
2022-11-04,BA.5.2.9
2022-11-03,BA.5.2
2022-10-20,BA.5.2.20
2022-10-19,BA.5.2.1
2022-11-21,BQ.1.1
2022-11-21,BA.5.6.2
2022-11-21,BQ.1.1
2022-11-21,BQ.1.1
2022-11-22,EE.3
2022-11-21,BA.5.2
2022-12-16,BQ.1.1
2022-12-17,BQ.1.1.4
2022-12-16,BQ.1.1
2022-12-18,BQ.1.1
2022-12-19,BQ.1.1.10
2022-12-19,XBB.2.6
2022-12-18,BQ.1.1
2022-12-18,BQ.1.1
2022-12-17,BQ.1.12
2022-12-18,BA.5.2.63
2022-12-17,BR.2.1
2022-12-20,BQ.1.1
2022-12-20,BQ.1.1
2022-12-18,BQ.1.1
2022-12-20,BQ.1.30
2022-12-20,BQ.1
2022-12-20,BQ.1.1.8
2022-12-19,BA.4.6.5
2022-12-19,BF.11.1
2022-12-20,BQ.1.25.1
2022-12-19,BQ.1
2022-12-19,BQ.1.1
2022-12-18,BQ.1.11
2022-12-17,BQ.1.1.10
2022-12-19,BQ.1.13
2022-12-19,BA.5.2.33
2022-12-19,BQ.1
2022-12-19,BQ.1
2022-12-19,BQ.1
2022-12-19,BQ.1
2022-12-19,BF.7
2022-12-19,EE.3
2022-12-19,BQ.1.1.10
2022-12-19,BF.7
2022-12-16,BA.5.2.63
2022-12-16,BA.5.2.63
2022-12-19,BQ.1.1
2022-12-19,BQ.1.30
2022-12-20,BQ.1.2
2022-12-20,BQ.1.1
2022-12-20,BA.5.1.5
2022-12-20,BQ.1.1
2022-12-20,BQ.1.1
2022-12-19,BQ.1
2022-12-20,BQ.1
2022-12-20,BQ.1.1
2022-12-20,BN.1.3
2022-12-20,BQ.1.1
2022-12-19,BF.11
2022-12-19,BQ.1.1
2022-12-20,BQ.1.1
2022-12-20,BQ.1.1
2022-12-16,BA.5.5.1
2022-12-19,BF.7.4
2022-12-17,BN.1.2.4
2022-12-19,BQ.1.1
2022-12-17,BF.7
2022-12-19,BQ.1.1
2022-12-20,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1
2022-12-16,BQ.1.5
2022-12-17,BQ.1.13
2022-12-17,BF.7.7
2022-12-16,BQ.1.5
2022-12-19,BQ.1
2022-12-19,BQ.1.1
2022-12-20,BQ.1.1
2022-12-20,BA.5.2.6
2022-12-20,BQ.1.1
2022-12-19,BQ.1.1
2022-12-20,BQ.1.1
2022-12-19,XBM
2022-12-20,BQ.1.11
2022-12-19,BF.7.23
2022-12-19,BQ.1.13.1
2022-12-19,BQ.1.1
2022-12-19,CN.2
2022-12-19,BQ.1.2
2022-12-17,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,BQ.1.14
2022-12-18,BQ.1.1
2022-12-20,BQ.1.1
2022-12-20,BA.5.2.9
2022-12-20,BQ.1.1.1
2022-12-20,EE.5
2022-12-20,BA.5.2.23
2022-12-20,BF.7
2022-12-20,BQ.1.1
2022-12-21,BQ.1.2
2022-12-20,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1.40
2022-12-20,BQ.1
2022-12-19,BQ.1.1.18
2022-12-20,BA.5.2.63
2022-12-20,BQ.1.1
2022-12-20,BW.1.2
2022-12-19,BQ.1.14
2022-12-20,BQ.1.11
2022-12-20,BQ.1.12
2022-12-20,BQ.1
2022-12-19,BQ.1.2
2022-12-21,BF.7.7
2022-12-21,BQ.1.10.1
2022-12-21,BQ.1.1
2022-12-21,BA.5.1.5
2022-12-21,BA.5.2.3
2022-12-21,BA.5.2
2022-12-21,BQ.1.10.1
2022-12-21,BQ.1
2022-12-21,BQ.1.10.1
2022-12-19,BA.5.2.31
2022-12-19,CK.2.1.1
2022-12-20,BQ.1.1.7
2022-12-20,BQ.1.13
2022-12-20,BN.1
2022-12-20,BQ.1
2022-12-20,BF.11.1
2022-12-20,BQ.1.1.1
2022-12-20,BQ.1
2022-12-19,BQ.1.14
2022-12-20,BQ.1.1.41
2022-12-20,BQ.1.1
2022-12-14,BQ.1.1
2022-12-19,XBB.1.4
2022-12-19,BQ.1.1
2022-12-19,BQ.1.1
2022-12-18,BF.7.23
2022-12-19,BQ.1.1
2022-12-20,XBB.1.5.32
2022-12-20,BQ.1.1
2022-12-20,BQ.1
2022-12-20,BQ.1
2022-12-20,BQ.1
2022-12-20,BQ.1
2022-12-20,BQ.1.1
2022-12-19,BN.1.3.5
2022-12-20,BF.26
2022-12-20,BA.5.2.1
2022-12-20,BF.7
2022-12-21,BE.1.2.1
2022-12-20,BQ.1.1
2022-12-20,BQ.1.1.68
2022-12-21,BF.11.1
2022-12-19,BQ.1.13
2022-12-20,BQ.1.1
2022-12-20,BQ.1.1
2022-12-20,BQ.1.1
2022-12-19,CA.5
2022-12-20,BQ.1
2022-12-21,BQ.1.1.10
2022-12-22,BQ.1.1.10
2022-12-22,BF.7
2022-12-21,BE.1.2.1
2022-12-20,BQ.1.1.69
2022-12-19,BQ.1.13
2022-12-20,BA.5.2.14
2022-12-20,BQ.1.2
2022-12-20,BQ.1.3
2022-12-20,BQ.1.1.7
2022-12-21,BA.5.2
2022-12-21,BE.1.2.1
2022-12-19,BQ.1.3
2022-12-21,BQ.1.1.10
2022-12-21,BQ.1.1
2022-12-21,BQ.1.1.10
2022-12-19,BQ.1.1.1
2022-12-19,BQ.1.1.1
2022-12-19,BQ.1.1.1
2022-12-20,BA.5.2.63
2022-12-20,BK.1
2022-12-20,BQ.1.1
2022-12-20,BA.5.1.23
2022-12-19,BQ.1.13
2022-12-19,BF.11
2022-12-20,BQ.1.2
2022-12-19,BQ.1.1.40
2022-12-20,BA.5.2
2022-12-19,BQ.1.14
2022-12-20,BQ.1.1.40
2022-12-19,BQ.1.1
2022-12-20,BQ.1
2022-12-20,BQ.1.1.40
2022-12-20,BQ.1.1.10
2022-12-20,BQ.1.1.10
2022-12-19,BQ.1.14
2022-12-19,BQ.1.14
2022-12-19,BQ.1.14
2022-12-20,BF.7
2022-12-20,BQ.1.1
2022-12-20,BQ.1.1.40
2022-12-20,BQ.1.1.40
2022-12-20,BQ.1.1.40
2022-12-19,BQ.1.1.10
2022-12-19,BN.1.2.4
2022-12-19,BQ.1.1.4
2022-12-19,BQ.1.1.4
2022-12-20,BQ.1.1.68
2022-12-21,BA.5.2
2022-12-20,BQ.1.1
2022-12-21,BA.5.2
2022-12-21,BA.5.2
2022-12-21,BA.5.2
2022-12-21,BQ.1.1.3
2022-12-21,BA.5.2
2022-12-21,BA.5
2022-12-20,BQ.1.5
2022-12-21,XBM
2022-12-18,BQ.1.1.10
2022-12-18,BQ.1.1.10
2022-12-19,BQ.1.1
2022-12-19,EE.3
2022-12-12,BQ.1.1.4
2022-12-19,BA.4.6
2022-12-19,DB.1
2022-10-17,BA.5.2.21
2022-12-14,BQ.1.12
2022-10-17,BA.5.1
2022-10-18,BA.5.2.19
2022-10-18,BE.1.2.1
2022-10-17,BF.5
2022-10-20,BQ.1.1
2022-10-17,BA.5.2.9
2022-10-17,BA.5.2.1
2022-10-16,BA.5.1.5
