lineage,parent,children
XBB,NA,XBB.1.5.83
XBB.1.5.84,XBB.1.5,XBB.1.5.84
XBB.1.5,XBB.1,XBB.1.5.84
XBB.1,XBB,XBB.1.5.84
XBB,NA,XBB.1.5.84
XBB.1.5.85,XBB.1.5,XBB.1.5.85
XBB.1.5,XBB.1,XBB.1.5.85
XBB.1,XBB,XBB.1.5.85
XBB,NA,XBB.1.5.85
XBB.1.5.86,XBB.1.5,XBB.1.5.86
XBB.1.5,XBB.1,XBB.1.5.86
XBB.1,XBB,XBB.1.5.86
XBB,NA,XBB.1.5.86
HA.1,XBB.1.5.86,HA.1
XBB.1.5.86,XBB.1.5,HA.1
XBB.1.5,XBB.1,HA.1
XBB.1,XBB,HA.1
XBB,NA,HA.1
HA.2,XBB.1.5.86,HA.2
XBB.1.5.86,XBB.1.5,HA.2
XBB.1.5,XBB.1,HA.2
XBB.1,XBB,HA.2
XBB,NA,HA.2
XBB.1.5.87,XBB.1.5,XBB.1.5.87
XBB.1.5,XBB.1,XBB.1.5.87
XBB.1,XBB,XBB.1.5.87
XBB,NA,XBB.1.5.87
XBB.1.5.88,XBB.1.5,XBB.1.5.88
XBB.1.5,XBB.1,XBB.1.5.88
XBB.1,XBB,XBB.1.5.88
XBB,NA,XBB.1.5.88
XBB.1.5.89,XBB.1.5,XBB.1.5.89
XBB.1.5,XBB.1,XBB.1.5.89
XBB.1,XBB,XBB.1.5.89
XBB,NA,XBB.1.5.89
XBB.1.5.90,XBB.1.5,XBB.1.5.90
XBB.1.5,XBB.1,XBB.1.5.90
XBB.1,XBB,XBB.1.5.90
XBB,NA,XBB.1.5.90
XBB.1.5.91,XBB.1.5,XBB.1.5.91
XBB.1.5,XBB.1,XBB.1.5.91
XBB.1,XBB,XBB.1.5.91
XBB,NA,XBB.1.5.91
XBB.1.5.92,XBB.1.5,XBB.1.5.92
XBB.1.5,XBB.1,XBB.1.5.92
XBB.1,XBB,XBB.1.5.92
XBB,NA,XBB.1.5.92
HQ.1,XBB.1.5.92,HQ.1
XBB.1.5.92,XBB.1.5,HQ.1
XBB.1.5,XBB.1,HQ.1
XBB.1,XBB,HQ.1
XBB,NA,HQ.1
XBB.1.5.93,XBB.1.5,XBB.1.5.93
XBB.1.5,XBB.1,XBB.1.5.93
XBB.1,XBB,XBB.1.5.93
XBB,NA,XBB.1.5.93
HD.1,XBB.1.5.93,HD.1
XBB.1.5.93,XBB.1.5,HD.1
XBB.1.5,XBB.1,HD.1
XBB.1,XBB,HD.1
XBB,NA,HD.1
HD.1.1,HD.1,HD.1.1
HD.1,XBB.1.5.93,HD.1.1
XBB.1.5.93,XBB.1.5,HD.1.1
XBB.1.5,XBB.1,HD.1.1
XBB.1,XBB,HD.1.1
XBB,NA,HD.1.1
XBB.1.5.94,XBB.1.5,XBB.1.5.94
XBB.1.5,XBB.1,XBB.1.5.94
XBB.1,XBB,XBB.1.5.94
XBB,NA,XBB.1.5.94
XBB.1.5.95,XBB.1.5,XBB.1.5.95
XBB.1.5,XBB.1,XBB.1.5.95
XBB.1,XBB,XBB.1.5.95
XBB,NA,XBB.1.5.95
HS.1,XBB.1.5.95,HS.1
XBB.1.5.95,XBB.1.5,HS.1
XBB.1.5,XBB.1,HS.1
XBB.1,XBB,HS.1
XBB,NA,HS.1
HS.1.1,HS.1,HS.1.1
HS.1,XBB.1.5.95,HS.1.1
XBB.1.5.95,XBB.1.5,HS.1.1
XBB.1.5,XBB.1,HS.1.1
XBB.1,XBB,HS.1.1
XBB,NA,HS.1.1
XBB.1.5.96,XBB.1.5,XBB.1.5.96
XBB.1.5,XBB.1,XBB.1.5.96
XBB.1,XBB,XBB.1.5.96
XBB,NA,XBB.1.5.96
XBB.1.5.97,XBB.1.5,XBB.1.5.97
XBB.1.5,XBB.1,XBB.1.5.97
XBB.1,XBB,XBB.1.5.97
XBB,NA,XBB.1.5.97
XBB.1.5.98,XBB.1.5,XBB.1.5.98
XBB.1.5,XBB.1,XBB.1.5.98
XBB.1,XBB,XBB.1.5.98
XBB,NA,XBB.1.5.98
XBB.1.5.99,XBB.1.5,XBB.1.5.99
XBB.1.5,XBB.1,XBB.1.5.99
XBB.1,XBB,XBB.1.5.99
XBB,NA,XBB.1.5.99
XBB.1.5.100,XBB.1.5,XBB.1.5.100
XBB.1.5,XBB.1,XBB.1.5.100
XBB.1,XBB,XBB.1.5.100
XBB,NA,XBB.1.5.100
HY.1,XBB.1.5.100,HY.1
XBB.1.5.100,XBB.1.5,HY.1
XBB.1.5,XBB.1,HY.1
XBB.1,XBB,HY.1
XBB,NA,HY.1
XBB.1.5.101,XBB.1.5,XBB.1.5.101
XBB.1.5,XBB.1,XBB.1.5.101
XBB.1,XBB,XBB.1.5.101
XBB,NA,XBB.1.5.101
XBB.1.5.102,XBB.1.5,XBB.1.5.102
XBB.1.5,XBB.1,XBB.1.5.102
XBB.1,XBB,XBB.1.5.102
XBB,NA,XBB.1.5.102
JD.1,XBB.1.5.102,JD.1
XBB.1.5.102,XBB.1.5,JD.1
XBB.1.5,XBB.1,JD.1
XBB.1,XBB,JD.1
XBB,NA,JD.1
JD.1.1,JD.1,JD.1.1
JD.1,XBB.1.5.102,JD.1.1
XBB.1.5.102,XBB.1.5,JD.1.1
XBB.1.5,XBB.1,JD.1.1
XBB.1,XBB,JD.1.1
XBB,NA,JD.1.1
JD.1.1.1,JD.1.1,JD.1.1.1
JD.1.1,JD.1,JD.1.1.1
JD.1,XBB.1.5.102,JD.1.1.1
XBB.1.5.102,XBB.1.5,JD.1.1.1
XBB.1.5,XBB.1,JD.1.1.1
XBB.1,XBB,JD.1.1.1
XBB,NA,JD.1.1.1
JD.1.1.2,JD.1.1,JD.1.1.2
JD.1.1,JD.1,JD.1.1.2
JD.1,XBB.1.5.102,JD.1.1.2
XBB.1.5.102,XBB.1.5,JD.1.1.2
XBB.1.5,XBB.1,JD.1.1.2
XBB.1,XBB,JD.1.1.2
XBB,NA,JD.1.1.2
JD.1.1.3,JD.1.1,JD.1.1.3
JD.1.1,JD.1,JD.1.1.3
JD.1,XBB.1.5.102,JD.1.1.3
XBB.1.5.102,XBB.1.5,JD.1.1.3
XBB.1.5,XBB.1,JD.1.1.3
XBB.1,XBB,JD.1.1.3
XBB,NA,JD.1.1.3
JD.1.1.4,JD.1.1,JD.1.1.4
JD.1.1,JD.1,JD.1.1.4
JD.1,XBB.1.5.102,JD.1.1.4
XBB.1.5.102,XBB.1.5,JD.1.1.4
XBB.1.5,XBB.1,JD.1.1.4
XBB.1,XBB,JD.1.1.4
XBB,NA,JD.1.1.4
JD.1.1.5,JD.1.1,JD.1.1.5
JD.1.1,JD.1,JD.1.1.5
JD.1,XBB.1.5.102,JD.1.1.5
XBB.1.5.102,XBB.1.5,JD.1.1.5
XBB.1.5,XBB.1,JD.1.1.5
XBB.1,XBB,JD.1.1.5
XBB,NA,JD.1.1.5
JD.1.1.6,JD.1.1,JD.1.1.6
JD.1.1,JD.1,JD.1.1.6
JD.1,XBB.1.5.102,JD.1.1.6
XBB.1.5.102,XBB.1.5,JD.1.1.6
XBB.1.5,XBB.1,JD.1.1.6
XBB.1,XBB,JD.1.1.6
XBB,NA,JD.1.1.6
JD.1.1.7,JD.1.1,JD.1.1.7
JD.1.1,JD.1,JD.1.1.7
JD.1,XBB.1.5.102,JD.1.1.7
XBB.1.5.102,XBB.1.5,JD.1.1.7
XBB.1.5,XBB.1,JD.1.1.7
XBB.1,XBB,JD.1.1.7
XBB,NA,JD.1.1.7
JD.1.1.8,JD.1.1,JD.1.1.8
JD.1.1,JD.1,JD.1.1.8
JD.1,XBB.1.5.102,JD.1.1.8
XBB.1.5.102,XBB.1.5,JD.1.1.8
XBB.1.5,XBB.1,JD.1.1.8
XBB.1,XBB,JD.1.1.8
XBB,NA,JD.1.1.8
KK.1,JD.1.1.8,KK.1
JD.1.1.8,JD.1.1,KK.1
JD.1.1,JD.1,KK.1
JD.1,XBB.1.5.102,KK.1
XBB.1.5.102,XBB.1.5,KK.1
XBB.1.5,XBB.1,KK.1
XBB.1,XBB,KK.1
XBB,NA,KK.1
KK.2,JD.1.1.8,KK.2
JD.1.1.8,JD.1.1,KK.2
JD.1.1,JD.1,KK.2
JD.1,XBB.1.5.102,KK.2
XBB.1.5.102,XBB.1.5,KK.2
XBB.1.5,XBB.1,KK.2
XBB.1,XBB,KK.2
XBB,NA,KK.2
JD.1.2,JD.1,JD.1.2
JD.1,XBB.1.5.102,JD.1.2
XBB.1.5.102,XBB.1.5,JD.1.2
XBB.1.5,XBB.1,JD.1.2
XBB.1,XBB,JD.1.2
XBB,NA,JD.1.2
JD.1.2.1,JD.1.2,JD.1.2.1
JD.1.2,JD.1,JD.1.2.1
JD.1,XBB.1.5.102,JD.1.2.1
XBB.1.5.102,XBB.1.5,JD.1.2.1
XBB.1.5,XBB.1,JD.1.2.1
XBB.1,XBB,JD.1.2.1
XBB,NA,JD.1.2.1
JD.1.2.2,JD.1.2,JD.1.2.2
JD.1.2,JD.1,JD.1.2.2
JD.1,XBB.1.5.102,JD.1.2.2
XBB.1.5.102,XBB.1.5,JD.1.2.2
XBB.1.5,XBB.1,JD.1.2.2
XBB.1,XBB,JD.1.2.2
XBB,NA,JD.1.2.2
JD.2,XBB.1.5.102,JD.2
XBB.1.5.102,XBB.1.5,JD.2
XBB.1.5,XBB.1,JD.2
XBB.1,XBB,JD.2
XBB,NA,JD.2
JD.2.1,JD.2,JD.2.1
JD.2,XBB.1.5.102,JD.2.1
XBB.1.5.102,XBB.1.5,JD.2.1
XBB.1.5,XBB.1,JD.2.1
XBB.1,XBB,JD.2.1
XBB,NA,JD.2.1
XBB.1.5.103,XBB.1.5,XBB.1.5.103
XBB.1.5,XBB.1,XBB.1.5.103
XBB.1,XBB,XBB.1.5.103
XBB,NA,XBB.1.5.103
KA.1,XBB.1.5.103,KA.1
XBB.1.5.103,XBB.1.5,KA.1
XBB.1.5,XBB.1,KA.1
XBB.1,XBB,KA.1
XBB,NA,KA.1
XBB.1.5.104,XBB.1.5,XBB.1.5.104
XBB.1.5,XBB.1,XBB.1.5.104
XBB.1,XBB,XBB.1.5.104
XBB,NA,XBB.1.5.104
XBB.1.5.105,XBB.1.5,XBB.1.5.105
XBB.1.5,XBB.1,XBB.1.5.105
XBB.1,XBB,XBB.1.5.105
XBB,NA,XBB.1.5.105
XBB.1.5.106,XBB.1.5,XBB.1.5.106
XBB.1.5,XBB.1,XBB.1.5.106
XBB.1,XBB,XBB.1.5.106
XBB,NA,XBB.1.5.106
XBB.1.5.107,XBB.1.5,XBB.1.5.107
XBB.1.5,XBB.1,XBB.1.5.107
XBB.1,XBB,XBB.1.5.107
XBB,NA,XBB.1.5.107
JZ.1,XBB.1.5.107,JZ.1
XBB.1.5.107,XBB.1.5,JZ.1
XBB.1.5,XBB.1,JZ.1
XBB.1,XBB,JZ.1
XBB,NA,JZ.1
XBB.1.5.108,XBB.1.5,XBB.1.5.108
XBB.1.5,XBB.1,XBB.1.5.108
XBB.1,XBB,XBB.1.5.108
XBB,NA,XBB.1.5.108
XBB.1.5.109,XBB.1.5,XBB.1.5.109
XBB.1.5,XBB.1,XBB.1.5.109
XBB.1,XBB,XBB.1.5.109
XBB,NA,XBB.1.5.109
XBB.1.5.110,XBB.1.5,XBB.1.5.110
XBB.1.5,XBB.1,XBB.1.5.110
XBB.1,XBB,XBB.1.5.110
XBB,NA,XBB.1.5.110
XBB.1.6,XBB.1,XBB.1.6
XBB.1,XBB,XBB.1.6
XBB,NA,XBB.1.6
XBB.1.7,XBB.1,XBB.1.7
XBB.1,XBB,XBB.1.7
XBB,NA,XBB.1.7
XBB.1.8,XBB.1,XBB.1.8
XBB.1,XBB,XBB.1.8
XBB,NA,XBB.1.8
XBB.1.9,XBB.1,XBB.1.9
XBB.1,XBB,XBB.1.9
XBB,NA,XBB.1.9
XBB.1.9.1,XBB.1.9,XBB.1.9.1
XBB.1.9,XBB.1,XBB.1.9.1
XBB.1,XBB,XBB.1.9.1
XBB,NA,XBB.1.9.1
FL.1,XBB.1.9.1,FL.1
XBB.1.9.1,XBB.1.9,FL.1
XBB.1.9,XBB.1,FL.1
XBB.1,XBB,FL.1
XBB,NA,FL.1
FL.1.1,FL.1,FL.1.1
FL.1,XBB.1.9.1,FL.1.1
XBB.1.9.1,XBB.1.9,FL.1.1
XBB.1.9,XBB.1,FL.1.1
XBB.1,XBB,FL.1.1
XBB,NA,FL.1.1
FL.1.1.1,FL.1.1,FL.1.1.1
FL.1.1,FL.1,FL.1.1.1
FL.1,XBB.1.9.1,FL.1.1.1
XBB.1.9.1,XBB.1.9,FL.1.1.1
XBB.1.9,XBB.1,FL.1.1.1
XBB.1,XBB,FL.1.1.1
XBB,NA,FL.1.1.1
FL.1.2,FL.1,FL.1.2
FL.1,XBB.1.9.1,FL.1.2
XBB.1.9.1,XBB.1.9,FL.1.2
XBB.1.9,XBB.1,FL.1.2
XBB.1,XBB,FL.1.2
XBB,NA,FL.1.2
FL.1.3,FL.1,FL.1.3
FL.1,XBB.1.9.1,FL.1.3
XBB.1.9.1,XBB.1.9,FL.1.3
XBB.1.9,XBB.1,FL.1.3
XBB.1,XBB,FL.1.3
XBB,NA,FL.1.3
FL.1.4,FL.1,FL.1.4
FL.1,XBB.1.9.1,FL.1.4
XBB.1.9.1,XBB.1.9,FL.1.4
XBB.1.9,XBB.1,FL.1.4
XBB.1,XBB,FL.1.4
XBB,NA,FL.1.4
FL.1.5,FL.1,FL.1.5
FL.1,XBB.1.9.1,FL.1.5
XBB.1.9.1,XBB.1.9,FL.1.5
XBB.1.9,XBB.1,FL.1.5
XBB.1,XBB,FL.1.5
XBB,NA,FL.1.5
FL.1.5.1,FL.1.5,FL.1.5.1
FL.1.5,FL.1,FL.1.5.1
FL.1,XBB.1.9.1,FL.1.5.1
XBB.1.9.1,XBB.1.9,FL.1.5.1
XBB.1.9,XBB.1,FL.1.5.1
XBB.1,XBB,FL.1.5.1
XBB,NA,FL.1.5.1
HN.1,FL.1.5.1,HN.1
FL.1.5.1,FL.1.5,HN.1
FL.1.5,FL.1,HN.1
FL.1,XBB.1.9.1,HN.1
XBB.1.9.1,XBB.1.9,HN.1
XBB.1.9,XBB.1,HN.1
XBB.1,XBB,HN.1
XBB,NA,HN.1
HN.2,FL.1.5.1,HN.2
FL.1.5.1,FL.1.5,HN.2
FL.1.5,FL.1,HN.2
FL.1,XBB.1.9.1,HN.2
XBB.1.9.1,XBB.1.9,HN.2
XBB.1.9,XBB.1,HN.2
XBB.1,XBB,HN.2
XBB,NA,HN.2
HN.2.1,HN.2,HN.2.1
HN.2,FL.1.5.1,HN.2.1
FL.1.5.1,FL.1.5,HN.2.1
FL.1.5,FL.1,HN.2.1
FL.1,XBB.1.9.1,HN.2.1
XBB.1.9.1,XBB.1.9,HN.2.1
XBB.1.9,XBB.1,HN.2.1
XBB.1,XBB,HN.2.1
XBB,NA,HN.2.1
HN.3,FL.1.5.1,HN.3
FL.1.5.1,FL.1.5,HN.3
FL.1.5,FL.1,HN.3
FL.1,XBB.1.9.1,HN.3
XBB.1.9.1,XBB.1.9,HN.3
XBB.1.9,XBB.1,HN.3
XBB.1,XBB,HN.3
XBB,NA,HN.3
HN.3.1,HN.3,HN.3.1
HN.3,FL.1.5.1,HN.3.1
FL.1.5.1,FL.1.5,HN.3.1
FL.1.5,FL.1,HN.3.1
FL.1,XBB.1.9.1,HN.3.1
XBB.1.9.1,XBB.1.9,HN.3.1
XBB.1.9,XBB.1,HN.3.1
XBB.1,XBB,HN.3.1
XBB,NA,HN.3.1
HN.4,FL.1.5.1,HN.4
FL.1.5.1,FL.1.5,HN.4
FL.1.5,FL.1,HN.4
FL.1,XBB.1.9.1,HN.4
XBB.1.9.1,XBB.1.9,HN.4
XBB.1.9,XBB.1,HN.4
XBB.1,XBB,HN.4
XBB,NA,HN.4
HN.4.1,HN.4,HN.4.1
HN.4,FL.1.5.1,HN.4.1
FL.1.5.1,FL.1.5,HN.4.1
FL.1.5,FL.1,HN.4.1
FL.1,XBB.1.9.1,HN.4.1
XBB.1.9.1,XBB.1.9,HN.4.1
XBB.1.9,XBB.1,HN.4.1
XBB.1,XBB,HN.4.1
XBB,NA,HN.4.1
HN.4.1.1,HN.4.1,HN.4.1.1
HN.4.1,HN.4,HN.4.1.1
HN.4,FL.1.5.1,HN.4.1.1
FL.1.5.1,FL.1.5,HN.4.1.1
FL.1.5,FL.1,HN.4.1.1
FL.1,XBB.1.9.1,HN.4.1.1
XBB.1.9.1,XBB.1.9,HN.4.1.1
XBB.1.9,XBB.1,HN.4.1.1
XBB.1,XBB,HN.4.1.1
XBB,NA,HN.4.1.1
HN.4.2,HN.4,HN.4.2
HN.4,FL.1.5.1,HN.4.2
FL.1.5.1,FL.1.5,HN.4.2
FL.1.5,FL.1,HN.4.2
FL.1,XBB.1.9.1,HN.4.2
XBB.1.9.1,XBB.1.9,HN.4.2
XBB.1.9,XBB.1,HN.4.2
XBB.1,XBB,HN.4.2
XBB,NA,HN.4.2
HN.5,FL.1.5.1,HN.5
FL.1.5.1,FL.1.5,HN.5
FL.1.5,FL.1,HN.5
FL.1,XBB.1.9.1,HN.5
XBB.1.9.1,XBB.1.9,HN.5
XBB.1.9,XBB.1,HN.5
XBB.1,XBB,HN.5
XBB,NA,HN.5
HN.6,FL.1.5.1,HN.6
FL.1.5.1,FL.1.5,HN.6
FL.1.5,FL.1,HN.6
FL.1,XBB.1.9.1,HN.6
XBB.1.9.1,XBB.1.9,HN.6
XBB.1.9,XBB.1,HN.6
XBB.1,XBB,HN.6
XBB,NA,HN.6
HN.7,FL.1.5.1,HN.7
FL.1.5.1,FL.1.5,HN.7
FL.1.5,FL.1,HN.7
FL.1,XBB.1.9.1,HN.7
XBB.1.9.1,XBB.1.9,HN.7
XBB.1.9,XBB.1,HN.7
XBB.1,XBB,HN.7
XBB,NA,HN.7
HN.8,FL.1.5.1,HN.8
FL.1.5.1,FL.1.5,HN.8
FL.1.5,FL.1,HN.8
FL.1,XBB.1.9.1,HN.8
XBB.1.9.1,XBB.1.9,HN.8
XBB.1.9,XBB.1,HN.8
XBB.1,XBB,HN.8
XBB,NA,HN.8
FL.1.5.2,FL.1.5,FL.1.5.2
FL.1.5,FL.1,FL.1.5.2
FL.1,XBB.1.9.1,FL.1.5.2
XBB.1.9.1,XBB.1.9,FL.1.5.2
XBB.1.9,XBB.1,FL.1.5.2
XBB.1,XBB,FL.1.5.2
XBB,NA,FL.1.5.2
KC.1,FL.1.5.2,KC.1
FL.1.5.2,FL.1.5,KC.1
FL.1.5,FL.1,KC.1
FL.1,XBB.1.9.1,KC.1
XBB.1.9.1,XBB.1.9,KC.1
XBB.1.9,XBB.1,KC.1
XBB.1,XBB,KC.1
XBB,NA,KC.1
KC.1.1,KC.1,KC.1.1
KC.1,FL.1.5.2,KC.1.1
FL.1.5.2,FL.1.5,KC.1.1
FL.1.5,FL.1,KC.1.1
FL.1,XBB.1.9.1,KC.1.1
XBB.1.9.1,XBB.1.9,KC.1.1
XBB.1.9,XBB.1,KC.1.1
XBB.1,XBB,KC.1.1
XBB,NA,KC.1.1
FL.1.6,FL.1,FL.1.6
FL.1,XBB.1.9.1,FL.1.6
XBB.1.9.1,XBB.1.9,FL.1.6
XBB.1.9,XBB.1,FL.1.6
XBB.1,XBB,FL.1.6
XBB,NA,FL.1.6
FL.1.7,FL.1,FL.1.7
FL.1,XBB.1.9.1,FL.1.7
XBB.1.9.1,XBB.1.9,FL.1.7
XBB.1.9,XBB.1,FL.1.7
XBB.1,XBB,FL.1.7
XBB,NA,FL.1.7
FL.1.8,FL.1,FL.1.8
FL.1,XBB.1.9.1,FL.1.8
XBB.1.9.1,XBB.1.9,FL.1.8
XBB.1.9,XBB.1,FL.1.8
XBB.1,XBB,FL.1.8
XBB,NA,FL.1.8
FL.2,XBB.1.9.1,FL.2
XBB.1.9.1,XBB.1.9,FL.2
XBB.1.9,XBB.1,FL.2
XBB.1,XBB,FL.2
XBB,NA,FL.2
FL.2.1,FL.2,FL.2.1
FL.2,XBB.1.9.1,FL.2.1
XBB.1.9.1,XBB.1.9,FL.2.1
XBB.1.9,XBB.1,FL.2.1
XBB.1,XBB,FL.2.1
XBB,NA,FL.2.1
FL.2.2,FL.2,FL.2.2
FL.2,XBB.1.9.1,FL.2.2
XBB.1.9.1,XBB.1.9,FL.2.2
XBB.1.9,XBB.1,FL.2.2
XBB.1,XBB,FL.2.2
XBB,NA,FL.2.2
FL.2.2.1,FL.2.2,FL.2.2.1
FL.2.2,FL.2,FL.2.2.1
FL.2,XBB.1.9.1,FL.2.2.1
XBB.1.9.1,XBB.1.9,FL.2.2.1
XBB.1.9,XBB.1,FL.2.2.1
XBB.1,XBB,FL.2.2.1
XBB,NA,FL.2.2.1
FL.2.3,FL.2,FL.2.3
FL.2,XBB.1.9.1,FL.2.3
XBB.1.9.1,XBB.1.9,FL.2.3
XBB.1.9,XBB.1,FL.2.3
XBB.1,XBB,FL.2.3
XBB,NA,FL.2.3
FL.2.3.1,FL.2.3,FL.2.3.1
FL.2.3,FL.2,FL.2.3.1
FL.2,XBB.1.9.1,FL.2.3.1
XBB.1.9.1,XBB.1.9,FL.2.3.1
XBB.1.9,XBB.1,FL.2.3.1
XBB.1,XBB,FL.2.3.1
XBB,NA,FL.2.3.1
FL.2.4,FL.2,FL.2.4
FL.2,XBB.1.9.1,FL.2.4
XBB.1.9.1,XBB.1.9,FL.2.4
XBB.1.9,XBB.1,FL.2.4
XBB.1,XBB,FL.2.4
XBB,NA,FL.2.4
FL.2.5,FL.2,FL.2.5
FL.2,XBB.1.9.1,FL.2.5
XBB.1.9.1,XBB.1.9,FL.2.5
XBB.1.9,XBB.1,FL.2.5
XBB.1,XBB,FL.2.5
XBB,NA,FL.2.5
FL.2.6,FL.2,FL.2.6
FL.2,XBB.1.9.1,FL.2.6
XBB.1.9.1,XBB.1.9,FL.2.6
XBB.1.9,XBB.1,FL.2.6
XBB.1,XBB,FL.2.6
XBB,NA,FL.2.6
FL.2.7,FL.2,FL.2.7
FL.2,XBB.1.9.1,FL.2.7
XBB.1.9.1,XBB.1.9,FL.2.7
XBB.1.9,XBB.1,FL.2.7
XBB.1,XBB,FL.2.7
XBB,NA,FL.2.7
FL.2.7.1,FL.2.7,FL.2.7.1
FL.2.7,FL.2,FL.2.7.1
FL.2,XBB.1.9.1,FL.2.7.1
XBB.1.9.1,XBB.1.9,FL.2.7.1
XBB.1.9,XBB.1,FL.2.7.1
XBB.1,XBB,FL.2.7.1
XBB,NA,FL.2.7.1
FL.3,XBB.1.9.1,FL.3
XBB.1.9.1,XBB.1.9,FL.3
XBB.1.9,XBB.1,FL.3
XBB.1,XBB,FL.3
XBB,NA,FL.3
FL.3.1,FL.3,FL.3.1
FL.3,XBB.1.9.1,FL.3.1
XBB.1.9.1,XBB.1.9,FL.3.1
XBB.1.9,XBB.1,FL.3.1
XBB.1,XBB,FL.3.1
XBB,NA,FL.3.1
FL.3.2,FL.3,FL.3.2
FL.3,XBB.1.9.1,FL.3.2
XBB.1.9.1,XBB.1.9,FL.3.2
XBB.1.9,XBB.1,FL.3.2
XBB.1,XBB,FL.3.2
XBB,NA,FL.3.2
FL.3.3,FL.3,FL.3.3
FL.3,XBB.1.9.1,FL.3.3
XBB.1.9.1,XBB.1.9,FL.3.3
XBB.1.9,XBB.1,FL.3.3
XBB.1,XBB,FL.3.3
XBB,NA,FL.3.3
FL.3.4,FL.3,FL.3.4
FL.3,XBB.1.9.1,FL.3.4
XBB.1.9.1,XBB.1.9,FL.3.4
XBB.1.9,XBB.1,FL.3.4
XBB.1,XBB,FL.3.4
XBB,NA,FL.3.4
FL.4,XBB.1.9.1,FL.4
XBB.1.9.1,XBB.1.9,FL.4
XBB.1.9,XBB.1,FL.4
XBB.1,XBB,FL.4
XBB,NA,FL.4
FL.4.1,FL.4,FL.4.1
FL.4,XBB.1.9.1,FL.4.1
XBB.1.9.1,XBB.1.9,FL.4.1
XBB.1.9,XBB.1,FL.4.1
XBB.1,XBB,FL.4.1
XBB,NA,FL.4.1
FL.4.1.1,FL.4.1,FL.4.1.1
FL.4.1,FL.4,FL.4.1.1
FL.4,XBB.1.9.1,FL.4.1.1
XBB.1.9.1,XBB.1.9,FL.4.1.1
XBB.1.9,XBB.1,FL.4.1.1
XBB.1,XBB,FL.4.1.1
XBB,NA,FL.4.1.1
FL.4.2,FL.4,FL.4.2
FL.4,XBB.1.9.1,FL.4.2
XBB.1.9.1,XBB.1.9,FL.4.2
XBB.1.9,XBB.1,FL.4.2
XBB.1,XBB,FL.4.2
XBB,NA,FL.4.2
FL.4.3,FL.4,FL.4.3
FL.4,XBB.1.9.1,FL.4.3
XBB.1.9.1,XBB.1.9,FL.4.3
XBB.1.9,XBB.1,FL.4.3
XBB.1,XBB,FL.4.3
XBB,NA,FL.4.3
FL.4.4,FL.4,FL.4.4
FL.4,XBB.1.9.1,FL.4.4
XBB.1.9.1,XBB.1.9,FL.4.4
XBB.1.9,XBB.1,FL.4.4
XBB.1,XBB,FL.4.4
XBB,NA,FL.4.4
FL.4.5,FL.4,FL.4.5
FL.4,XBB.1.9.1,FL.4.5
XBB.1.9.1,XBB.1.9,FL.4.5
XBB.1.9,XBB.1,FL.4.5
XBB.1,XBB,FL.4.5
XBB,NA,FL.4.5
FL.4.6,FL.4,FL.4.6
FL.4,XBB.1.9.1,FL.4.6
XBB.1.9.1,XBB.1.9,FL.4.6
XBB.1.9,XBB.1,FL.4.6
XBB.1,XBB,FL.4.6
XBB,NA,FL.4.6
FL.4.7,FL.4,FL.4.7
FL.4,XBB.1.9.1,FL.4.7
XBB.1.9.1,XBB.1.9,FL.4.7
XBB.1.9,XBB.1,FL.4.7
XBB.1,XBB,FL.4.7
XBB,NA,FL.4.7
FL.4.8,FL.4,FL.4.8
FL.4,XBB.1.9.1,FL.4.8
XBB.1.9.1,XBB.1.9,FL.4.8
XBB.1.9,XBB.1,FL.4.8
XBB.1,XBB,FL.4.8
XBB,NA,FL.4.8
FL.4.9,FL.4,FL.4.9
FL.4,XBB.1.9.1,FL.4.9
XBB.1.9.1,XBB.1.9,FL.4.9
XBB.1.9,XBB.1,FL.4.9
XBB.1,XBB,FL.4.9
XBB,NA,FL.4.9
FL.4.10,FL.4,FL.4.10
FL.4,XBB.1.9.1,FL.4.10
XBB.1.9.1,XBB.1.9,FL.4.10
XBB.1.9,XBB.1,FL.4.10
XBB.1,XBB,FL.4.10
XBB,NA,FL.4.10
FL.4.11,FL.4,FL.4.11
FL.4,XBB.1.9.1,FL.4.11
XBB.1.9.1,XBB.1.9,FL.4.11
XBB.1.9,XBB.1,FL.4.11
XBB.1,XBB,FL.4.11
XBB,NA,FL.4.11
FL.5,XBB.1.9.1,FL.5
XBB.1.9.1,XBB.1.9,FL.5
XBB.1.9,XBB.1,FL.5
XBB.1,XBB,FL.5
XBB,NA,FL.5
FL.5.1,FL.5,FL.5.1
FL.5,XBB.1.9.1,FL.5.1
XBB.1.9.1,XBB.1.9,FL.5.1
XBB.1.9,XBB.1,FL.5.1
XBB.1,XBB,FL.5.1
XBB,NA,FL.5.1
FL.6,XBB.1.9.1,FL.6
XBB.1.9.1,XBB.1.9,FL.6
XBB.1.9,XBB.1,FL.6
XBB.1,XBB,FL.6
XBB,NA,FL.6
FL.7,XBB.1.9.1,FL.7
XBB.1.9.1,XBB.1.9,FL.7
XBB.1.9,XBB.1,FL.7
XBB.1,XBB,FL.7
XBB,NA,FL.7
FL.8,XBB.1.9.1,FL.8
XBB.1.9.1,XBB.1.9,FL.8
XBB.1.9,XBB.1,FL.8
XBB.1,XBB,FL.8
XBB,NA,FL.8
FL.9,XBB.1.9.1,FL.9
