lineage,parent,children
B.1.1.529,B.1.1,BA.2.67
B.1.1,B.1,BA.2.67
B.1,B,BA.2.67
B,NA,BA.2.67
BA.2.68,BA.2,BA.2.68
BA.2,B.1.1.529,BA.2.68
B.1.1.529,B.1.1,BA.2.68
B.1.1,B.1,BA.2.68
B.1,B,BA.2.68
B,NA,BA.2.68
BA.2.69,BA.2,BA.2.69
BA.2,B.1.1.529,BA.2.69
B.1.1.529,B.1.1,BA.2.69
B.1.1,B.1,BA.2.69
B.1,B,BA.2.69
B,NA,BA.2.69
BA.2.70,BA.2,BA.2.70
BA.2,B.1.1.529,BA.2.70
B.1.1.529,B.1.1,BA.2.70
B.1.1,B.1,BA.2.70
B.1,B,BA.2.70
B,NA,BA.2.70
BA.2.71,BA.2,BA.2.71
BA.2,B.1.1.529,BA.2.71
B.1.1.529,B.1.1,BA.2.71
B.1.1,B.1,BA.2.71
B.1,B,BA.2.71
B,NA,BA.2.71
BA.2.72,BA.2,BA.2.72
BA.2,B.1.1.529,BA.2.72
B.1.1.529,B.1.1,BA.2.72
B.1.1,B.1,BA.2.72
B.1,B,BA.2.72
B,NA,BA.2.72
BA.2.73,BA.2,BA.2.73
BA.2,B.1.1.529,BA.2.73
B.1.1.529,B.1.1,BA.2.73
B.1.1,B.1,BA.2.73
B.1,B,BA.2.73
B,NA,BA.2.73
BA.2.74,BA.2,BA.2.74
BA.2,B.1.1.529,BA.2.74
B.1.1.529,B.1.1,BA.2.74
B.1.1,B.1,BA.2.74
B.1,B,BA.2.74
B,NA,BA.2.74
BA.2.75,BA.2,BA.2.75
BA.2,B.1.1.529,BA.2.75
B.1.1.529,B.1.1,BA.2.75
B.1.1,B.1,BA.2.75
B.1,B,BA.2.75
B,NA,BA.2.75
BA.2.75.1,BA.2.75,BA.2.75.1
BA.2.75,BA.2,BA.2.75.1
BA.2,B.1.1.529,BA.2.75.1
B.1.1.529,B.1.1,BA.2.75.1
B.1.1,B.1,BA.2.75.1
B.1,B,BA.2.75.1
B,NA,BA.2.75.1
BL.1,BA.2.75.1,BL.1
BA.2.75.1,BA.2.75,BL.1
BA.2.75,BA.2,BL.1
BA.2,B.1.1.529,BL.1
B.1.1.529,B.1.1,BL.1
B.1.1,B.1,BL.1
B.1,B,BL.1
B,NA,BL.1
BL.1.1,BL.1,BL.1.1
BL.1,BA.2.75.1,BL.1.1
BA.2.75.1,BA.2.75,BL.1.1
BA.2.75,BA.2,BL.1.1
BA.2,B.1.1.529,BL.1.1
B.1.1.529,B.1.1,BL.1.1
B.1.1,B.1,BL.1.1
B.1,B,BL.1.1
B,NA,BL.1.1
BL.1.2,BL.1,BL.1.2
BL.1,BA.2.75.1,BL.1.2
BA.2.75.1,BA.2.75,BL.1.2
BA.2.75,BA.2,BL.1.2
BA.2,B.1.1.529,BL.1.2
B.1.1.529,B.1.1,BL.1.2
B.1.1,B.1,BL.1.2
B.1,B,BL.1.2
B,NA,BL.1.2
BL.1.3,BL.1,BL.1.3
BL.1,BA.2.75.1,BL.1.3
BA.2.75.1,BA.2.75,BL.1.3
BA.2.75,BA.2,BL.1.3
BA.2,B.1.1.529,BL.1.3
B.1.1.529,B.1.1,BL.1.3
B.1.1,B.1,BL.1.3
B.1,B,BL.1.3
B,NA,BL.1.3
BL.1.4,BL.1,BL.1.4
BL.1,BA.2.75.1,BL.1.4
BA.2.75.1,BA.2.75,BL.1.4
BA.2.75,BA.2,BL.1.4
BA.2,B.1.1.529,BL.1.4
B.1.1.529,B.1.1,BL.1.4
B.1.1,B.1,BL.1.4
B.1,B,BL.1.4
B,NA,BL.1.4
BL.1.5,BL.1,BL.1.5
BL.1,BA.2.75.1,BL.1.5
BA.2.75.1,BA.2.75,BL.1.5
BA.2.75,BA.2,BL.1.5
BA.2,B.1.1.529,BL.1.5
B.1.1.529,B.1.1,BL.1.5
B.1.1,B.1,BL.1.5
B.1,B,BL.1.5
B,NA,BL.1.5
BL.2,BA.2.75.1,BL.2
BA.2.75.1,BA.2.75,BL.2
BA.2.75,BA.2,BL.2
BA.2,B.1.1.529,BL.2
B.1.1.529,B.1.1,BL.2
B.1.1,B.1,BL.2
B.1,B,BL.2
B,NA,BL.2
BL.2.1,BL.2,BL.2.1
BL.2,BA.2.75.1,BL.2.1
BA.2.75.1,BA.2.75,BL.2.1
BA.2.75,BA.2,BL.2.1
BA.2,B.1.1.529,BL.2.1
B.1.1.529,B.1.1,BL.2.1
B.1.1,B.1,BL.2.1
B.1,B,BL.2.1
B,NA,BL.2.1
BL.3,BA.2.75.1,BL.3
BA.2.75.1,BA.2.75,BL.3
BA.2.75,BA.2,BL.3
BA.2,B.1.1.529,BL.3
B.1.1.529,B.1.1,BL.3
B.1.1,B.1,BL.3
B.1,B,BL.3
B,NA,BL.3
BL.4,BA.2.75.1,BL.4
BA.2.75.1,BA.2.75,BL.4
BA.2.75,BA.2,BL.4
BA.2,B.1.1.529,BL.4
B.1.1.529,B.1.1,BL.4
B.1.1,B.1,BL.4
B.1,B,BL.4
B,NA,BL.4
BL.5,BA.2.75.1,BL.5
BA.2.75.1,BA.2.75,BL.5
BA.2.75,BA.2,BL.5
BA.2,B.1.1.529,BL.5
B.1.1.529,B.1.1,BL.5
B.1.1,B.1,BL.5
B.1,B,BL.5
B,NA,BL.5
BL.6,BA.2.75.1,BL.6
BA.2.75.1,BA.2.75,BL.6
BA.2.75,BA.2,BL.6
BA.2,B.1.1.529,BL.6
B.1.1.529,B.1.1,BL.6
B.1.1,B.1,BL.6
B.1,B,BL.6
B,NA,BL.6
BA.2.75.2,BA.2.75,BA.2.75.2
BA.2.75,BA.2,BA.2.75.2
BA.2,B.1.1.529,BA.2.75.2
B.1.1.529,B.1.1,BA.2.75.2
B.1.1,B.1,BA.2.75.2
B.1,B,BA.2.75.2
B,NA,BA.2.75.2
CA.1,BA.2.75.2,CA.1
BA.2.75.2,BA.2.75,CA.1
BA.2.75,BA.2,CA.1
BA.2,B.1.1.529,CA.1
B.1.1.529,B.1.1,CA.1
B.1.1,B.1,CA.1
B.1,B,CA.1
B,NA,CA.1
CA.2,BA.2.75.2,CA.2
BA.2.75.2,BA.2.75,CA.2
BA.2.75,BA.2,CA.2
BA.2,B.1.1.529,CA.2
B.1.1.529,B.1.1,CA.2
B.1.1,B.1,CA.2
B.1,B,CA.2
B,NA,CA.2
CA.3,BA.2.75.2,CA.3
BA.2.75.2,BA.2.75,CA.3
BA.2.75,BA.2,CA.3
BA.2,B.1.1.529,CA.3
B.1.1.529,B.1.1,CA.3
B.1.1,B.1,CA.3
B.1,B,CA.3
B,NA,CA.3
CA.3.1,CA.3,CA.3.1
CA.3,BA.2.75.2,CA.3.1
BA.2.75.2,BA.2.75,CA.3.1
BA.2.75,BA.2,CA.3.1
BA.2,B.1.1.529,CA.3.1
B.1.1.529,B.1.1,CA.3.1
B.1.1,B.1,CA.3.1
B.1,B,CA.3.1
B,NA,CA.3.1
CA.4,BA.2.75.2,CA.4
BA.2.75.2,BA.2.75,CA.4
BA.2.75,BA.2,CA.4
BA.2,B.1.1.529,CA.4
B.1.1.529,B.1.1,CA.4
B.1.1,B.1,CA.4
B.1,B,CA.4
B,NA,CA.4
CA.5,BA.2.75.2,CA.5
BA.2.75.2,BA.2.75,CA.5
BA.2.75,BA.2,CA.5
BA.2,B.1.1.529,CA.5
B.1.1.529,B.1.1,CA.5
B.1.1,B.1,CA.5
B.1,B,CA.5
B,NA,CA.5
CA.6,BA.2.75.2,CA.6
BA.2.75.2,BA.2.75,CA.6
BA.2.75,BA.2,CA.6
BA.2,B.1.1.529,CA.6
B.1.1.529,B.1.1,CA.6
B.1.1,B.1,CA.6
B.1,B,CA.6
B,NA,CA.6
CA.7,BA.2.75.2,CA.7
BA.2.75.2,BA.2.75,CA.7
BA.2.75,BA.2,CA.7
BA.2,B.1.1.529,CA.7
B.1.1.529,B.1.1,CA.7
B.1.1,B.1,CA.7
B.1,B,CA.7
B,NA,CA.7
BA.2.75.3,BA.2.75,BA.2.75.3
BA.2.75,BA.2,BA.2.75.3
BA.2,B.1.1.529,BA.2.75.3
B.1.1.529,B.1.1,BA.2.75.3
B.1.1,B.1,BA.2.75.3
B.1,B,BA.2.75.3
B,NA,BA.2.75.3
BM.1,BA.2.75.3,BM.1
BA.2.75.3,BA.2.75,BM.1
BA.2.75,BA.2,BM.1
BA.2,B.1.1.529,BM.1
B.1.1.529,B.1.1,BM.1
B.1.1,B.1,BM.1
B.1,B,BM.1
B,NA,BM.1
BM.1.1,BM.1,BM.1.1
BM.1,BA.2.75.3,BM.1.1
BA.2.75.3,BA.2.75,BM.1.1
BA.2.75,BA.2,BM.1.1
BA.2,B.1.1.529,BM.1.1
B.1.1.529,B.1.1,BM.1.1
B.1.1,B.1,BM.1.1
B.1,B,BM.1.1
B,NA,BM.1.1
BM.1.1.1,BM.1.1,BM.1.1.1
BM.1.1,BM.1,BM.1.1.1
BM.1,BA.2.75.3,BM.1.1.1
BA.2.75.3,BA.2.75,BM.1.1.1
BA.2.75,BA.2,BM.1.1.1
BA.2,B.1.1.529,BM.1.1.1
B.1.1.529,B.1.1,BM.1.1.1
B.1.1,B.1,BM.1.1.1
B.1,B,BM.1.1.1
B,NA,BM.1.1.1
CJ.1,BM.1.1.1,CJ.1
BM.1.1.1,BM.1.1,CJ.1
BM.1.1,BM.1,CJ.1
BM.1,BA.2.75.3,CJ.1
BA.2.75.3,BA.2.75,CJ.1
BA.2.75,BA.2,CJ.1
BA.2,B.1.1.529,CJ.1
B.1.1.529,B.1.1,CJ.1
B.1.1,B.1,CJ.1
B.1,B,CJ.1
B,NA,CJ.1
CJ.1.1,CJ.1,CJ.1.1
CJ.1,BM.1.1.1,CJ.1.1
BM.1.1.1,BM.1.1,CJ.1.1
BM.1.1,BM.1,CJ.1.1
BM.1,BA.2.75.3,CJ.1.1
BA.2.75.3,BA.2.75,CJ.1.1
BA.2.75,BA.2,CJ.1.1
BA.2,B.1.1.529,CJ.1.1
B.1.1.529,B.1.1,CJ.1.1
B.1.1,B.1,CJ.1.1
B.1,B,CJ.1.1
B,NA,CJ.1.1
CJ.1.2,CJ.1,CJ.1.2
CJ.1,BM.1.1.1,CJ.1.2
BM.1.1.1,BM.1.1,CJ.1.2
BM.1.1,BM.1,CJ.1.2
BM.1,BA.2.75.3,CJ.1.2
BA.2.75.3,BA.2.75,CJ.1.2
BA.2.75,BA.2,CJ.1.2
BA.2,B.1.1.529,CJ.1.2
B.1.1.529,B.1.1,CJ.1.2
B.1.1,B.1,CJ.1.2
B.1,B,CJ.1.2
B,NA,CJ.1.2
CJ.1.3,CJ.1,CJ.1.3
CJ.1,BM.1.1.1,CJ.1.3
BM.1.1.1,BM.1.1,CJ.1.3
BM.1.1,BM.1,CJ.1.3
BM.1,BA.2.75.3,CJ.1.3
BA.2.75.3,BA.2.75,CJ.1.3
BA.2.75,BA.2,CJ.1.3
BA.2,B.1.1.529,CJ.1.3
B.1.1.529,B.1.1,CJ.1.3
B.1.1,B.1,CJ.1.3
B.1,B,CJ.1.3
B,NA,CJ.1.3
CJ.1.3.1,CJ.1.3,CJ.1.3.1
CJ.1.3,CJ.1,CJ.1.3.1
CJ.1,BM.1.1.1,CJ.1.3.1
BM.1.1.1,BM.1.1,CJ.1.3.1
BM.1.1,BM.1,CJ.1.3.1
BM.1,BA.2.75.3,CJ.1.3.1
BA.2.75.3,BA.2.75,CJ.1.3.1
BA.2.75,BA.2,CJ.1.3.1
BA.2,B.1.1.529,CJ.1.3.1
B.1.1.529,B.1.1,CJ.1.3.1
B.1.1,B.1,CJ.1.3.1
B.1,B,CJ.1.3.1
B,NA,CJ.1.3.1
CJ.1.3.2,CJ.1.3,CJ.1.3.2
CJ.1.3,CJ.1,CJ.1.3.2
CJ.1,BM.1.1.1,CJ.1.3.2
BM.1.1.1,BM.1.1,CJ.1.3.2
BM.1.1,BM.1,CJ.1.3.2
BM.1,BA.2.75.3,CJ.1.3.2
BA.2.75.3,BA.2.75,CJ.1.3.2
BA.2.75,BA.2,CJ.1.3.2
BA.2,B.1.1.529,CJ.1.3.2
B.1.1.529,B.1.1,CJ.1.3.2
B.1.1,B.1,CJ.1.3.2
B.1,B,CJ.1.3.2
B,NA,CJ.1.3.2
BM.1.1.2,BM.1.1,BM.1.1.2
BM.1.1,BM.1,BM.1.1.2
BM.1,BA.2.75.3,BM.1.1.2
BA.2.75.3,BA.2.75,BM.1.1.2
BA.2.75,BA.2,BM.1.1.2
BA.2,B.1.1.529,BM.1.1.2
B.1.1.529,B.1.1,BM.1.1.2
B.1.1,B.1,BM.1.1.2
B.1,B,BM.1.1.2
B,NA,BM.1.1.2
BM.1.1.3,BM.1.1,BM.1.1.3
BM.1.1,BM.1,BM.1.1.3
BM.1,BA.2.75.3,BM.1.1.3
BA.2.75.3,BA.2.75,BM.1.1.3
BA.2.75,BA.2,BM.1.1.3
BA.2,B.1.1.529,BM.1.1.3
B.1.1.529,B.1.1,BM.1.1.3
B.1.1,B.1,BM.1.1.3
B.1,B,BM.1.1.3
B,NA,BM.1.1.3
CV.1,BM.1.1.3,CV.1
BM.1.1.3,BM.1.1,CV.1
BM.1.1,BM.1,CV.1
BM.1,BA.2.75.3,CV.1
BA.2.75.3,BA.2.75,CV.1
BA.2.75,BA.2,CV.1
BA.2,B.1.1.529,CV.1
B.1.1.529,B.1.1,CV.1
B.1.1,B.1,CV.1
B.1,B,CV.1
B,NA,CV.1
CV.2,BM.1.1.3,CV.2
BM.1.1.3,BM.1.1,CV.2
BM.1.1,BM.1,CV.2
BM.1,BA.2.75.3,CV.2
BA.2.75.3,BA.2.75,CV.2
BA.2.75,BA.2,CV.2
BA.2,B.1.1.529,CV.2
B.1.1.529,B.1.1,CV.2
B.1.1,B.1,CV.2
B.1,B,CV.2
B,NA,CV.2
BM.1.1.4,BM.1.1,BM.1.1.4
BM.1.1,BM.1,BM.1.1.4
BM.1,BA.2.75.3,BM.1.1.4
BA.2.75.3,BA.2.75,BM.1.1.4
BA.2.75,BA.2,BM.1.1.4
BA.2,B.1.1.529,BM.1.1.4
B.1.1.529,B.1.1,BM.1.1.4
B.1.1,B.1,BM.1.1.4
B.1,B,BM.1.1.4
B,NA,BM.1.1.4
EP.1,BM.1.1.4,EP.1
BM.1.1.4,BM.1.1,EP.1
BM.1.1,BM.1,EP.1
BM.1,BA.2.75.3,EP.1
BA.2.75.3,BA.2.75,EP.1
BA.2.75,BA.2,EP.1
BA.2,B.1.1.529,EP.1
B.1.1.529,B.1.1,EP.1
B.1.1,B.1,EP.1
B.1,B,EP.1
B,NA,EP.1
EP.1.1,EP.1,EP.1.1
EP.1,BM.1.1.4,EP.1.1
BM.1.1.4,BM.1.1,EP.1.1
BM.1.1,BM.1,EP.1.1
BM.1,BA.2.75.3,EP.1.1
BA.2.75.3,BA.2.75,EP.1.1
BA.2.75,BA.2,EP.1.1
BA.2,B.1.1.529,EP.1.1
B.1.1.529,B.1.1,EP.1.1
B.1.1,B.1,EP.1.1
B.1,B,EP.1.1
B,NA,EP.1.1
EP.1.1.1,EP.1.1,EP.1.1.1
EP.1.1,EP.1,EP.1.1.1
EP.1,BM.1.1.4,EP.1.1.1
BM.1.1.4,BM.1.1,EP.1.1.1
BM.1.1,BM.1,EP.1.1.1
BM.1,BA.2.75.3,EP.1.1.1
BA.2.75.3,BA.2.75,EP.1.1.1
BA.2.75,BA.2,EP.1.1.1
BA.2,B.1.1.529,EP.1.1.1
B.1.1.529,B.1.1,EP.1.1.1
B.1.1,B.1,EP.1.1.1
B.1,B,EP.1.1.1
B,NA,EP.1.1.1
EP.2,BM.1.1.4,EP.2
BM.1.1.4,BM.1.1,EP.2
BM.1.1,BM.1,EP.2
BM.1,BA.2.75.3,EP.2
BA.2.75.3,BA.2.75,EP.2
BA.2.75,BA.2,EP.2
BA.2,B.1.1.529,EP.2
B.1.1.529,B.1.1,EP.2
B.1.1,B.1,EP.2
B.1,B,EP.2
B,NA,EP.2
BM.1.1.5,BM.1.1,BM.1.1.5
BM.1.1,BM.1,BM.1.1.5
BM.1,BA.2.75.3,BM.1.1.5
BA.2.75.3,BA.2.75,BM.1.1.5
BA.2.75,BA.2,BM.1.1.5
BA.2,B.1.1.529,BM.1.1.5
B.1.1.529,B.1.1,BM.1.1.5
B.1.1,B.1,BM.1.1.5
B.1,B,BM.1.1.5
B,NA,BM.1.1.5
BM.2,BA.2.75.3,BM.2
BA.2.75.3,BA.2.75,BM.2
BA.2.75,BA.2,BM.2
BA.2,B.1.1.529,BM.2
B.1.1.529,B.1.1,BM.2
B.1.1,B.1,BM.2
B.1,B,BM.2
B,NA,BM.2
BM.2.1,BM.2,BM.2.1
BM.2,BA.2.75.3,BM.2.1
BA.2.75.3,BA.2.75,BM.2.1
BA.2.75,BA.2,BM.2.1
BA.2,B.1.1.529,BM.2.1
B.1.1.529,B.1.1,BM.2.1
B.1.1,B.1,BM.2.1
B.1,B,BM.2.1
B,NA,BM.2.1
BM.2.2,BM.2,BM.2.2
BM.2,BA.2.75.3,BM.2.2
BA.2.75.3,BA.2.75,BM.2.2
BA.2.75,BA.2,BM.2.2
BA.2,B.1.1.529,BM.2.2
B.1.1.529,B.1.1,BM.2.2
B.1.1,B.1,BM.2.2
B.1,B,BM.2.2
B,NA,BM.2.2
BM.2.3,BM.2,BM.2.3
BM.2,BA.2.75.3,BM.2.3
BA.2.75.3,BA.2.75,BM.2.3
BA.2.75,BA.2,BM.2.3
BA.2,B.1.1.529,BM.2.3
B.1.1.529,B.1.1,BM.2.3
B.1.1,B.1,BM.2.3
B.1,B,BM.2.3
B,NA,BM.2.3
BM.3,BA.2.75.3,BM.3
BA.2.75.3,BA.2.75,BM.3
BA.2.75,BA.2,BM.3
BA.2,B.1.1.529,BM.3
B.1.1.529,B.1.1,BM.3
B.1.1,B.1,BM.3
B.1,B,BM.3
B,NA,BM.3
BM.4,BA.2.75.3,BM.4
BA.2.75.3,BA.2.75,BM.4
BA.2.75,BA.2,BM.4
BA.2,B.1.1.529,BM.4
B.1.1.529,B.1.1,BM.4
B.1.1,B.1,BM.4
B.1,B,BM.4
B,NA,BM.4
BM.4.1,BM.4,BM.4.1
BM.4,BA.2.75.3,BM.4.1
BA.2.75.3,BA.2.75,BM.4.1
BA.2.75,BA.2,BM.4.1
BA.2,B.1.1.529,BM.4.1
B.1.1.529,B.1.1,BM.4.1
B.1.1,B.1,BM.4.1
B.1,B,BM.4.1
B,NA,BM.4.1
BM.4.1.1,BM.4.1,BM.4.1.1
BM.4.1,BM.4,BM.4.1.1
BM.4,BA.2.75.3,BM.4.1.1
BA.2.75.3,BA.2.75,BM.4.1.1
BA.2.75,BA.2,BM.4.1.1
BA.2,B.1.1.529,BM.4.1.1
B.1.1.529,B.1.1,BM.4.1.1
B.1.1,B.1,BM.4.1.1
B.1,B,BM.4.1.1
B,NA,BM.4.1.1
CH.1,BM.4.1.1,CH.1
BM.4.1.1,BM.4.1,CH.1
BM.4.1,BM.4,CH.1
BM.4,BA.2.75.3,CH.1
BA.2.75.3,BA.2.75,CH.1
BA.2.75,BA.2,CH.1
BA.2,B.1.1.529,CH.1
B.1.1.529,B.1.1,CH.1
B.1.1,B.1,CH.1
B.1,B,CH.1
B,NA,CH.1
CH.1.1,CH.1,CH.1.1
CH.1,BM.4.1.1,CH.1.1
BM.4.1.1,BM.4.1,CH.1.1
BM.4.1,BM.4,CH.1.1
BM.4,BA.2.75.3,CH.1.1
BA.2.75.3,BA.2.75,CH.1.1
BA.2.75,BA.2,CH.1.1
BA.2,B.1.1.529,CH.1.1
B.1.1.529,B.1.1,CH.1.1
B.1.1,B.1,CH.1.1
B.1,B,CH.1.1
B,NA,CH.1.1
CH.1.1.1,CH.1.1,CH.1.1.1
CH.1.1,CH.1,CH.1.1.1
CH.1,BM.4.1.1,CH.1.1.1
BM.4.1.1,BM.4.1,CH.1.1.1
BM.4.1,BM.4,CH.1.1.1
BM.4,BA.2.75.3,CH.1.1.1
BA.2.75.3,BA.2.75,CH.1.1.1
BA.2.75,BA.2,CH.1.1.1
BA.2,B.1.1.529,CH.1.1.1
B.1.1.529,B.1.1,CH.1.1.1
B.1.1,B.1,CH.1.1.1
B.1,B,CH.1.1.1
B,NA,CH.1.1.1
DV.1,CH.1.1.1,DV.1
CH.1.1.1,CH.1.1,DV.1
CH.1.1,CH.1,DV.1
CH.1,BM.4.1.1,DV.1
BM.4.1.1,BM.4.1,DV.1
BM.4.1,BM.4,DV.1
BM.4,BA.2.75.3,DV.1
BA.2.75.3,BA.2.75,DV.1
BA.2.75,BA.2,DV.1
BA.2,B.1.1.529,DV.1
B.1.1.529,B.1.1,DV.1
B.1.1,B.1,DV.1
B.1,B,DV.1
B,NA,DV.1
DV.1.1,DV.1,DV.1.1
DV.1,CH.1.1.1,DV.1.1
CH.1.1.1,CH.1.1,DV.1.1
CH.1.1,CH.1,DV.1.1
CH.1,BM.4.1.1,DV.1.1
BM.4.1.1,BM.4.1,DV.1.1
BM.4.1,BM.4,DV.1.1
BM.4,BA.2.75.3,DV.1.1
BA.2.75.3,BA.2.75,DV.1.1
BA.2.75,BA.2,DV.1.1
BA.2,B.1.1.529,DV.1.1
B.1.1.529,B.1.1,DV.1.1
B.1.1,B.1,DV.1.1
B.1,B,DV.1.1
B,NA,DV.1.1
DV.2,CH.1.1.1,DV.2
CH.1.1.1,CH.1.1,DV.2
CH.1.1,CH.1,DV.2
CH.1,BM.4.1.1,DV.2
BM.4.1.1,BM.4.1,DV.2
BM.4.1,BM.4,DV.2
BM.4,BA.2.75.3,DV.2
BA.2.75.3,BA.2.75,DV.2
BA.2.75,BA.2,DV.2
BA.2,B.1.1.529,DV.2
B.1.1.529,B.1.1,DV.2
B.1.1,B.1,DV.2
B.1,B,DV.2
B,NA,DV.2
DV.3,CH.1.1.1,DV.3
CH.1.1.1,CH.1.1,DV.3
CH.1.1,CH.1,DV.3
CH.1,BM.4.1.1,DV.3
BM.4.1.1,BM.4.1,DV.3
BM.4.1,BM.4,DV.3
BM.4,BA.2.75.3,DV.3
BA.2.75.3,BA.2.75,DV.3
BA.2.75,BA.2,DV.3
BA.2,B.1.1.529,DV.3
B.1.1.529,B.1.1,DV.3
B.1.1,B.1,DV.3
B.1,B,DV.3
B,NA,DV.3
DV.3.1,DV.3,DV.3.1
DV.3,CH.1.1.1,DV.3.1
CH.1.1.1,CH.1.1,DV.3.1
CH.1.1,CH.1,DV.3.1
CH.1,BM.4.1.1,DV.3.1
BM.4.1.1,BM.4.1,DV.3.1
BM.4.1,BM.4,DV.3.1
BM.4,BA.2.75.3,DV.3.1
BA.2.75.3,BA.2.75,DV.3.1
BA.2.75,BA.2,DV.3.1
BA.2,B.1.1.529,DV.3.1
B.1.1.529,B.1.1,DV.3.1
B.1.1,B.1,DV.3.1
B.1,B,DV.3.1
B,NA,DV.3.1
DV.4,CH.1.1.1,DV.4
CH.1.1.1,CH.1.1,DV.4
CH.1.1,CH.1,DV.4
CH.1,BM.4.1.1,DV.4
BM.4.1.1,BM.4.1,DV.4
BM.4.1,BM.4,DV.4
BM.4,BA.2.75.3,DV.4
BA.2.75.3,BA.2.75,DV.4
BA.2.75,BA.2,DV.4
BA.2,B.1.1.529,DV.4
B.1.1.529,B.1.1,DV.4
B.1.1,B.1,DV.4
B.1,B,DV.4
B,NA,DV.4
DV.5,CH.1.1.1,DV.5
CH.1.1.1,CH.1.1,DV.5
CH.1.1,CH.1,DV.5
CH.1,BM.4.1.1,DV.5
BM.4.1.1,BM.4.1,DV.5
BM.4.1,BM.4,DV.5
BM.4,BA.2.75.3,DV.5
BA.2.75.3,BA.2.75,DV.5
BA.2.75,BA.2,DV.5
BA.2,B.1.1.529,DV.5
B.1.1.529,B.1.1,DV.5
B.1.1,B.1,DV.5
B.1,B,DV.5
B,NA,DV.5
DV.6,CH.1.1.1,DV.6
CH.1.1.1,CH.1.1,DV.6
CH.1.1,CH.1,DV.6
CH.1,BM.4.1.1,DV.6
BM.4.1.1,BM.4.1,DV.6
BM.4.1,BM.4,DV.6
BM.4,BA.2.75.3,DV.6
BA.2.75.3,BA.2.75,DV.6
BA.2.75,BA.2,DV.6
BA.2,B.1.1.529,DV.6
B.1.1.529,B.1.1,DV.6
B.1.1,B.1,DV.6
B.1,B,DV.6
B,NA,DV.6
DV.6.1,DV.6,DV.6.1
DV.6,CH.1.1.1,DV.6.1
CH.1.1.1,CH.1.1,DV.6.1
CH.1.1,CH.1,DV.6.1
CH.1,BM.4.1.1,DV.6.1
BM.4.1.1,BM.4.1,DV.6.1
BM.4.1,BM.4,DV.6.1
BM.4,BA.2.75.3,DV.6.1
BA.2.75.3,BA.2.75,DV.6.1
BA.2.75,BA.2,DV.6.1
BA.2,B.1.1.529,DV.6.1
B.1.1.529,B.1.1,DV.6.1
B.1.1,B.1,DV.6.1
B.1,B,DV.6.1
B,NA,DV.6.1
DV.6.2,DV.6,DV.6.2
DV.6,CH.1.1.1,DV.6.2
CH.1.1.1,CH.1.1,DV.6.2
CH.1.1,CH.1,DV.6.2
CH.1,BM.4.1.1,DV.6.2
BM.4.1.1,BM.4.1,DV.6.2
BM.4.1,BM.4,DV.6.2
BM.4,BA.2.75.3,DV.6.2
BA.2.75.3,BA.2.75,DV.6.2
BA.2.75,BA.2,DV.6.2
BA.2,B.1.1.529,DV.6.2
B.1.1.529,B.1.1,DV.6.2
B.1.1,B.1,DV.6.2
B.1,B,DV.6.2
B,NA,DV.6.2
DV.7,CH.1.1.1,DV.7
CH.1.1.1,CH.1.1,DV.7
CH.1.1,CH.1,DV.7
CH.1,BM.4.1.1,DV.7
BM.4.1.1,BM.4.1,DV.7
BM.4.1,BM.4,DV.7
BM.4,BA.2.75.3,DV.7
BA.2.75.3,BA.2.75,DV.7
BA.2.75,BA.2,DV.7
BA.2,B.1.1.529,DV.7
B.1.1.529,B.1.1,DV.7
B.1.1,B.1,DV.7
B.1,B,DV.7
B,NA,DV.7
DV.7.1,DV.7,DV.7.1
DV.7,CH.1.1.1,DV.7.1
CH.1.1.1,CH.1.1,DV.7.1
CH.1.1,CH.1,DV.7.1
CH.1,BM.4.1.1,DV.7.1
BM.4.1.1,BM.4.1,DV.7.1
BM.4.1,BM.4,DV.7.1
BM.4,BA.2.75.3,DV.7.1
BA.2.75.3,BA.2.75,DV.7.1
BA.2.75,BA.2,DV.7.1
BA.2,B.1.1.529,DV.7.1
B.1.1.529,B.1.1,DV.7.1
B.1.1,B.1,DV.7.1
B.1,B,DV.7.1
B,NA,DV.7.1
DV.7.1.1,DV.7.1,DV.7.1.1
DV.7.1,DV.7,DV.7.1.1
DV.7,CH.1.1.1,DV.7.1.1
CH.1.1.1,CH.1.1,DV.7.1.1
CH.1.1,CH.1,DV.7.1.1
CH.1,BM.4.1.1,DV.7.1.1
BM.4.1.1,BM.4.1,DV.7.1.1
BM.4.1,BM.4,DV.7.1.1
BM.4,BA.2.75.3,DV.7.1.1
BA.2.75.3,BA.2.75,DV.7.1.1
BA.2.75,BA.2,DV.7.1.1
BA.2,B.1.1.529,DV.7.1.1
B.1.1.529,B.1.1,DV.7.1.1
B.1.1,B.1,DV.7.1.1
B.1,B,DV.7.1.1
B,NA,DV.7.1.1
DV.7.1.2,DV.7.1,DV.7.1.2
DV.7.1,DV.7,DV.7.1.2
DV.7,CH.1.1.1,DV.7.1.2
CH.1.1.1,CH.1.1,DV.7.1.2
CH.1.1,CH.1,DV.7.1.2
CH.1,BM.4.1.1,DV.7.1.2
BM.4.1.1,BM.4.1,DV.7.1.2
BM.4.1,BM.4,DV.7.1.2
BM.4,BA.2.75.3,DV.7.1.2
BA.2.75.3,BA.2.75,DV.7.1.2
BA.2.75,BA.2,DV.7.1.2
BA.2,B.1.1.529,DV.7.1.2
